id_detalle,id_venta,id_producto,id_promocion,cantidad,precio_unitario_venta,descuento_aplicado,subtotal_linea
16701,4349,205,,1,10321.68,0.00,10321.68
16702,4349,187,,2,5692.39,0.00,11384.78
16703,4350,520,,1,12779.90,0.00,12779.90
16704,4351,487,,3,16209.31,0.00,48627.93
16705,4351,372,,2,16958.10,0.00,33916.20
16706,4351,512,,1,6177.47,0.00,6177.47
16707,4352,749,,1,14956.30,0.00,14956.30
16708,4352,660,,4,2904.98,0.00,11619.92
16709,4352,689,,4,17652.61,0.00,70610.44
16710,4352,146,,1,8274.09,0.00,8274.09
16711,4353,775,,1,3740.70,0.00,3740.70
16712,4353,39,,1,4019.59,0.00,4019.59
16713,4353,688,,1,10360.93,0.00,10360.93
16714,4353,154,,2,8752.80,0.00,17505.60
16715,4353,108,,2,16014.51,0.00,32029.02
16716,4353,372,,4,16958.10,0.00,67832.40
16717,4354,271,,2,3231.83,0.00,6463.66
16718,4354,500,,3,8359.29,0.00,25077.87
16719,4354,196,,1,11324.33,0.00,11324.33
16720,4355,235,,1,20725.29,0.00,20725.29
16721,4355,133,,5,7570.15,0.00,37850.75
16722,4355,624,,1,11396.25,0.00,11396.25
16723,4356,282,,4,7499.70,0.00,29998.80
16724,4356,516,,3,2252.46,0.00,6757.38
16725,4356,445,,3,14535.76,0.00,43607.28
16726,4356,4,,4,2189.17,0.00,8756.68
16727,4356,562,,1,21389.84,0.00,21389.84
16728,4356,96,,2,7542.60,0.00,15085.20
16729,4357,479,,1,6720.68,0.00,6720.68
16730,4357,638,,1,6935.09,0.00,6935.09
16731,4358,522,,2,16704.29,0.00,33408.58
16732,4358,670,,1,9409.44,0.00,9409.44
16733,4358,586,,3,7450.26,0.00,22350.78
16734,4358,571,,1,9782.07,0.00,9782.07
16735,4358,77,,2,6180.20,0.00,12360.40
16736,4359,546,,3,14475.65,0.00,43426.95
16737,4359,92,,2,12434.19,0.00,24868.38
16738,4359,702,,1,22921.82,0.00,22921.82
16739,4360,539,,2,760.58,0.00,1521.16
16740,4360,434,,2,3786.59,0.00,7573.18
16741,4360,734,,2,21342.22,0.00,42684.44
16742,4361,444,,3,3163.39,0.00,9490.17
16743,4361,585,,2,17380.93,0.00,34761.86
16744,4361,358,,4,6682.11,0.00,26728.44
16745,4361,750,,4,17082.98,0.00,68331.92
16746,4362,405,,1,4453.80,0.00,4453.80
16747,4363,520,,4,12779.90,0.00,51119.60
16748,4363,414,,3,1561.14,0.00,4683.42
16749,4363,6,,2,5632.98,0.00,11265.96
16750,4363,314,,2,14340.66,0.00,28681.32
16751,4363,706,,2,20287.39,0.00,40574.78
16752,4363,311,,1,16304.63,0.00,16304.63
16753,4363,164,,2,13270.97,0.00,26541.94
16754,4364,748,,1,14833.52,0.00,14833.52
16755,4364,502,,4,6646.69,0.00,26586.76
16756,4364,210,,2,4220.01,0.00,8440.02
16757,4364,9,,1,13670.26,0.00,13670.26
16758,4365,149,,2,9589.17,0.00,19178.34
16759,4365,676,,1,6272.05,0.00,6272.05
16760,4366,146,,1,8274.09,0.00,8274.09
16761,4366,327,,1,8387.39,0.00,8387.39
16762,4367,740,,1,3999.00,0.00,3999.00
16763,4367,113,,4,23877.20,0.00,95508.80
16764,4367,128,,1,17184.55,0.00,17184.55
16765,4367,153,,5,6865.04,0.00,34325.20
16766,4368,343,,1,9601.68,0.00,9601.68
16767,4369,434,,2,3786.59,0.00,7573.18
16768,4369,253,,3,13071.96,0.00,39215.88
16769,4369,416,,1,9100.32,0.00,9100.32
16770,4369,412,,1,10904.99,0.00,10904.99
16771,4369,794,,4,8841.34,0.00,35365.36
16772,4369,85,,1,15292.44,0.00,15292.44
16773,4370,575,2,1,11200.83,2240.17,8960.66
16774,4370,738,,2,5575.92,0.00,11151.84
16775,4370,156,,1,15432.08,0.00,15432.08
16776,4370,713,,2,17863.22,0.00,35726.44
16777,4371,352,,2,19243.90,0.00,38487.80
16778,4371,545,,1,8028.62,0.00,8028.62
16779,4371,150,,2,17572.73,0.00,35145.46
16780,4371,611,,1,18421.58,0.00,18421.58
16781,4372,795,,1,5293.17,0.00,5293.17
16782,4372,153,,3,6865.04,0.00,20595.12
16783,4373,81,,5,2964.97,0.00,14824.85
16784,4374,162,,2,18970.71,0.00,37941.42
16785,4374,296,,5,1399.08,0.00,6995.40
16786,4374,405,,4,4453.80,0.00,17815.20
16787,4374,270,,1,15669.40,0.00,15669.40
16788,4374,627,,1,15309.14,0.00,15309.14
16789,4374,788,,5,12284.93,0.00,61424.65
16790,4375,311,,1,16304.63,0.00,16304.63
16791,4375,313,,1,4556.41,0.00,4556.41
16792,4375,137,,5,3680.63,0.00,18403.15
16793,4375,230,,5,10951.42,0.00,54757.10
16794,4375,81,,1,2964.97,0.00,2964.97
16795,4376,221,,2,3179.69,0.00,6359.38
16796,4376,112,,1,21127.32,0.00,21127.32
16797,4377,639,,1,16955.50,0.00,16955.50
16798,4377,152,,4,3275.82,0.00,13103.28
16799,4377,104,,2,10704.08,0.00,21408.16
16800,4377,82,,1,15006.56,0.00,15006.56
16801,4377,633,,2,17259.47,0.00,34518.94
16802,4377,703,,1,18945.60,0.00,18945.60
16803,4377,33,,1,15691.20,0.00,15691.20
16804,4378,621,,4,10257.62,0.00,41030.48
16805,4378,214,,4,3139.56,0.00,12558.24
16806,4378,201,,4,6012.55,0.00,24050.20
16807,4378,22,,1,16955.62,0.00,16955.62
16808,4378,351,,1,18401.72,0.00,18401.72
16809,4378,542,,2,3884.76,0.00,7769.52
16810,4379,188,,2,19642.13,0.00,39284.26
16811,4380,714,,3,16407.65,0.00,49222.95
16812,4380,661,,1,14529.60,0.00,14529.60
16813,4380,749,,4,14956.30,0.00,59825.20
16814,4381,748,,1,14833.52,0.00,14833.52
16815,4381,28,,1,11726.30,0.00,11726.30
16816,4381,142,,2,11846.64,0.00,23693.28
16817,4381,413,,3,20954.20,0.00,62862.60
16818,4382,568,,3,5111.26,0.00,15333.78
16819,4382,749,,1,14956.30,0.00,14956.30
16820,4382,293,,1,1934.26,0.00,1934.26
16821,4382,308,,1,17428.91,0.00,17428.91
16822,4383,739,,1,17513.67,0.00,17513.67
16823,4383,308,,2,17428.91,0.00,34857.82
16824,4383,561,,1,836.98,0.00,836.98
16825,4383,578,,3,13674.66,0.00,41023.98
16826,4383,557,,3,15394.46,0.00,46183.38
16827,4384,469,,1,1617.18,0.00,1617.18
16828,4384,475,,3,2254.17,0.00,6762.51
16829,4384,108,,4,16014.51,0.00,64058.04
16830,4384,316,,1,5707.98,0.00,5707.98
16831,4385,570,,2,10664.50,0.00,21329.00
16832,4385,411,,1,11941.88,0.00,11941.88
16833,4385,618,,1,572.47,0.00,572.47
16834,4386,691,,1,4027.54,0.00,4027.54
16835,4386,330,,1,23192.53,0.00,23192.53
16836,4386,575,,3,11200.83,0.00,33602.49
16837,4387,250,,4,20601.00,0.00,82404.00
16838,4387,317,,3,3384.36,0.00,10153.08
16839,4387,387,,1,3873.25,0.00,3873.25
16840,4387,11,,1,7133.14,0.00,7133.14
16841,4387,542,,1,3884.76,0.00,3884.76
16842,4387,244,,3,9688.32,0.00,29064.96
16843,4387,127,,2,17175.01,0.00,34350.02
16844,4387,490,,2,17078.00,0.00,34156.00
16845,4388,404,,4,17345.29,0.00,69381.16
16846,4388,440,,2,21975.69,0.00,43951.38
16847,4389,163,,1,3582.26,0.00,3582.26
16848,4389,675,,3,9257.40,0.00,27772.20
16849,4390,207,,3,21455.17,0.00,64365.51
16850,4390,672,,3,19407.14,0.00,58221.42
16851,4390,132,,1,1863.87,0.00,1863.87
16852,4391,478,,1,5422.88,0.00,5422.88
16853,4391,311,,1,16304.63,0.00,16304.63
16854,4391,443,,4,4429.92,0.00,17719.68
16855,4392,58,,1,13507.82,0.00,13507.82
16856,4392,519,,2,19913.39,0.00,39826.78
16857,4392,133,,5,7570.15,0.00,37850.75
16858,4393,461,,1,20033.72,0.00,20033.72
16859,4393,153,,5,6865.04,0.00,34325.20
16860,4393,730,,1,9531.09,0.00,9531.09
16861,4393,395,,5,4315.11,0.00,21575.55
16862,4394,108,51,2,16014.51,1601.45,30427.57
16863,4394,685,,3,16453.68,0.00,49361.04
16864,4394,13,,1,20325.74,0.00,20325.74
16865,4394,151,,2,8063.68,0.00,16127.36
16866,4394,368,,5,8033.54,0.00,40167.70
16867,4394,143,,2,1000.49,0.00,2000.98
16868,4395,92,,3,12434.19,0.00,37302.57
16869,4395,736,,1,19383.36,0.00,19383.36
16870,4395,128,,1,17184.55,0.00,17184.55
16871,4395,67,,3,16483.18,0.00,49449.54
16872,4395,470,,1,2653.01,0.00,2653.01
16873,4395,334,,4,20188.22,0.00,80752.88
16874,4396,393,,1,10417.44,0.00,10417.44
16875,4396,153,,2,6865.04,0.00,13730.08
16876,4396,693,,2,3679.91,0.00,7359.82
16877,4396,491,,2,1449.37,0.00,2898.74
16878,4396,549,,2,8321.83,0.00,16643.66
16879,4397,702,,4,22921.82,0.00,91687.28
16880,4397,81,,2,2964.97,0.00,5929.94
16881,4397,255,,1,10090.24,0.00,10090.24
16882,4398,228,,1,20581.92,0.00,20581.92
16883,4398,299,,3,14881.17,0.00,44643.51
16884,4398,398,,5,1995.79,0.00,9978.95
16885,4399,118,,1,6181.88,0.00,6181.88
16886,4399,427,,1,5125.58,0.00,5125.58
16887,4399,337,,1,20048.41,0.00,20048.41
16888,4400,444,,1,3163.39,0.00,3163.39
16889,4400,643,43,4,2097.40,2516.88,5872.72
16890,4400,324,,1,14391.05,0.00,14391.05
16891,4401,316,,5,5707.98,0.00,28539.90
16892,4401,418,,5,19489.21,0.00,97446.05
16893,4401,515,,2,15681.68,0.00,31363.36
16894,4401,366,,3,2672.08,0.00,8016.24
16895,4401,673,,3,8315.04,0.00,24945.12
16896,4402,544,,2,2474.38,0.00,4948.76
16897,4402,251,,1,8940.07,0.00,8940.07
16898,4402,220,,1,10099.42,0.00,10099.42
16899,4402,660,,1,2904.98,0.00,2904.98
16900,4403,143,,4,1000.49,0.00,4001.96
16901,4403,632,,1,12006.42,0.00,12006.42
16902,4403,566,,5,19829.29,0.00,99146.45
16903,4403,86,,1,5303.47,0.00,5303.47
16904,4403,687,,1,12791.94,0.00,12791.94
16905,4403,680,,2,19057.23,0.00,38114.46
16906,4403,464,,4,16876.34,0.00,67505.36
16907,4403,254,,1,4165.83,0.00,4165.83
16908,4404,356,,1,8350.94,0.00,8350.94
16909,4404,600,,1,9441.60,0.00,9441.60
16910,4404,522,,1,16704.29,0.00,16704.29
16911,4405,417,,4,5349.73,0.00,21398.92
16912,4405,744,,3,780.08,0.00,2340.24
16913,4405,143,33,2,1000.49,300.15,1700.83
16914,4405,160,,2,16045.69,0.00,32091.38
16915,4405,644,,1,21406.19,0.00,21406.19
16916,4406,307,,3,1218.87,0.00,3656.61
16917,4406,296,,1,1399.08,0.00,1399.08
16918,4406,567,,3,4859.76,0.00,14579.28
16919,4406,786,,2,2256.91,0.00,4513.82
16920,4406,664,,1,4080.65,0.00,4080.65
16921,4407,458,,2,9953.71,0.00,19907.42
16922,4407,82,,3,15006.56,0.00,45019.68
16923,4407,92,,2,12434.19,0.00,24868.38
16924,4407,88,,1,17046.77,0.00,17046.77
16925,4408,14,,3,22482.38,0.00,67447.14
16926,4408,305,,1,624.52,0.00,624.52
16927,4408,102,,1,4510.86,0.00,4510.86
16928,4408,75,,2,2636.11,0.00,5272.22
16929,4409,779,,2,17032.39,0.00,34064.78
16930,4409,452,,1,19277.38,0.00,19277.38
16931,4409,774,,1,17529.60,0.00,17529.60
16932,4410,743,,3,16006.46,0.00,48019.38
16933,4410,209,,2,6915.80,0.00,13831.60
16934,4410,594,,1,17788.32,0.00,17788.32
16935,4410,362,,1,2599.55,0.00,2599.55
16936,4411,764,,2,23107.83,0.00,46215.66
16937,4411,277,,2,3799.36,0.00,7598.72
16938,4411,468,,1,12227.42,0.00,12227.42
16939,4411,291,,3,2809.88,0.00,8429.64
16940,4411,93,,1,11191.25,0.00,11191.25
16941,4411,472,,5,14585.59,0.00,72927.95
16942,4412,421,,2,11408.27,0.00,22816.54
16943,4412,791,,1,8853.81,0.00,8853.81
16944,4413,430,,2,18657.04,0.00,37314.08
16945,4413,22,,2,16955.62,0.00,33911.24
16946,4414,513,,4,16829.35,0.00,67317.40
16947,4414,720,,3,14314.87,0.00,42944.61
16948,4415,86,,3,5303.47,0.00,15910.41
16949,4416,14,,1,22482.38,0.00,22482.38
16950,4416,578,,1,13674.66,0.00,13674.66
16951,4416,409,,2,15290.66,0.00,30581.32
16952,4416,626,,3,17557.25,0.00,52671.75
16953,4416,199,,4,8788.89,0.00,35155.56
16954,4417,250,,2,20601.00,0.00,41202.00
16955,4417,388,,1,11569.34,0.00,11569.34
16956,4418,394,,1,10242.66,0.00,10242.66
16957,4419,393,,2,10417.44,0.00,20834.88
16958,4419,290,,4,15874.05,0.00,63496.20
16959,4419,627,,1,15309.14,0.00,15309.14
16960,4419,344,,1,584.66,0.00,584.66
16961,4419,8,,1,7154.10,0.00,7154.10
16962,4420,794,,1,8841.34,0.00,8841.34
16963,4420,264,,1,2354.48,0.00,2354.48
16964,4420,621,,2,10257.62,0.00,20515.24
16965,4420,370,,3,14961.40,0.00,44884.20
16966,4421,166,,2,6061.58,0.00,12123.16
16967,4422,387,,1,3873.25,0.00,3873.25
16968,4422,335,,1,668.40,0.00,668.40
16969,4422,540,,2,4721.06,0.00,9442.12
16970,4423,683,,1,17404.69,0.00,17404.69
16971,4423,652,,4,650.12,0.00,2600.48
16972,4423,252,,1,9675.79,0.00,9675.79
16973,4423,305,,1,624.52,0.00,624.52
16974,4423,265,,3,4332.22,0.00,12996.66
16975,4424,389,,1,16617.24,0.00,16617.24
16976,4424,470,,1,2653.01,0.00,2653.01
16977,4424,367,,4,17328.47,0.00,69313.88
16978,4425,243,,1,12017.14,0.00,12017.14
16979,4425,255,,5,10090.24,0.00,50451.20
16980,4425,377,,3,24554.82,0.00,73664.46
16981,4425,307,,5,1218.87,0.00,6094.35
16982,4426,367,,1,17328.47,0.00,17328.47
16983,4426,779,,3,17032.39,0.00,51097.17
16984,4426,85,,1,15292.44,0.00,15292.44
16985,4426,232,,5,2099.79,0.00,10498.95
16986,4426,531,,2,8618.89,0.00,17237.78
16987,4427,792,,1,26114.07,0.00,26114.07
16988,4427,685,,1,16453.68,0.00,16453.68
16989,4428,557,,1,15394.46,0.00,15394.46
16990,4428,416,,4,9100.32,0.00,36401.28
16991,4428,639,,5,16955.50,0.00,84777.50
16992,4429,407,,1,24282.96,0.00,24282.96
16993,4429,492,,4,17444.33,0.00,69777.32
16994,4429,315,,1,4096.44,0.00,4096.44
16995,4430,535,,1,2973.85,0.00,2973.85
16996,4430,181,,2,14383.29,0.00,28766.58
16997,4430,450,,3,3979.85,0.00,11939.55
16998,4430,157,,3,12083.06,0.00,36249.18
16999,4431,694,,1,2329.32,0.00,2329.32
17000,4431,330,,1,23192.53,0.00,23192.53
17001,4432,496,,3,17653.02,0.00,52959.06
17002,4433,320,,1,20934.09,0.00,20934.09
17003,4433,441,,3,6358.60,0.00,19075.80
17004,4433,737,42,2,6106.97,1221.39,10992.55
17005,4434,64,,4,9659.21,0.00,38636.84
17006,4434,717,,3,17009.99,0.00,51029.97
17007,4434,120,,1,2379.14,0.00,2379.14
17008,4434,756,,3,14212.40,0.00,42637.20
17009,4434,184,,1,23177.03,0.00,23177.03
17010,4434,503,,4,9651.23,0.00,38604.92
17011,4434,785,,1,5452.57,0.00,5452.57
17012,4435,707,,5,13994.45,0.00,69972.25
17013,4435,666,,1,1581.14,0.00,1581.14
17014,4435,20,,1,7173.42,0.00,7173.42
17015,4435,292,,1,13469.24,0.00,13469.24
17016,4436,518,,1,507.54,0.00,507.54
17017,4436,385,,1,19724.07,0.00,19724.07
17018,4437,154,,5,8752.80,0.00,43764.00
17019,4438,320,,1,20934.09,0.00,20934.09
17020,4438,158,,4,23137.48,0.00,92549.92
17021,4438,504,,4,1134.65,0.00,4538.60
17022,4438,776,,1,1473.84,0.00,1473.84
17023,4438,200,,5,6189.03,0.00,30945.15
17024,4438,378,,4,3890.70,0.00,15562.80
17025,4438,684,,1,18897.97,0.00,18897.97
17026,4439,236,,5,14595.54,0.00,72977.70
17027,4440,340,,1,12544.44,0.00,12544.44
17028,4440,236,,5,14595.54,0.00,72977.70
17029,4440,591,,4,17265.41,0.00,69061.64
17030,4441,675,,1,9257.40,0.00,9257.40
17031,4441,104,,5,10704.08,0.00,53520.40
17032,4441,154,,2,8752.80,0.00,17505.60
17033,4441,68,,3,14894.82,0.00,44684.46
17034,4441,661,,3,14529.60,0.00,43588.80
17035,4441,285,,4,20044.37,0.00,80177.48
17036,4442,605,,2,23825.69,0.00,47651.38
17037,4442,8,,4,7154.10,0.00,28616.40
17038,4442,657,,4,10026.52,0.00,40106.08
17039,4443,746,,2,9380.44,0.00,18760.88
17040,4443,86,,1,5303.47,0.00,5303.47
17041,4443,130,,2,12778.59,0.00,25557.18
17042,4443,155,,3,20783.77,0.00,62351.31
17043,4443,122,,4,24150.32,0.00,96601.28
17044,4443,53,,2,17963.81,0.00,35927.62
17045,4443,114,,2,482.62,0.00,965.24
17046,4443,562,,2,21389.84,0.00,42779.68
17047,4444,210,,1,4220.01,0.00,4220.01
17048,4444,147,,4,5057.44,0.00,20229.76
17049,4444,259,,1,6869.40,0.00,6869.40
17050,4444,17,,1,6229.20,0.00,6229.20
17051,4444,38,,3,6089.63,0.00,18268.89
17052,4444,178,,1,17432.73,0.00,17432.73
17053,4445,506,,1,17861.77,0.00,17861.77
17054,4445,148,,3,8708.01,0.00,26124.03
17055,4445,741,,2,14731.99,0.00,29463.98
17056,4445,366,,3,2672.08,0.00,8016.24
17057,4445,11,,3,7133.14,0.00,21399.42
17058,4445,190,,2,8082.17,0.00,16164.34
17059,4445,659,,1,3164.21,0.00,3164.21
17060,4445,444,,1,3163.39,0.00,3163.39
17061,4446,468,,1,12227.42,0.00,12227.42
17062,4446,183,39,1,22409.17,1120.46,21288.71
17063,4446,368,,2,8033.54,0.00,16067.08
17064,4446,122,,4,24150.32,0.00,96601.28
17065,4446,634,,2,15702.68,0.00,31405.36
17066,4446,535,,2,2973.85,0.00,5947.70
17067,4446,162,,3,18970.71,0.00,56912.13
17068,4447,56,,2,5561.92,0.00,11123.84
17069,4447,499,,2,12264.50,0.00,24529.00
17070,4447,544,,2,2474.38,0.00,4948.76
17071,4448,499,,2,12264.50,0.00,24529.00
17072,4448,589,,1,7396.65,0.00,7396.65
17073,4448,190,,1,8082.17,0.00,8082.17
17074,4449,490,,2,17078.00,0.00,34156.00
17075,4450,395,,2,4315.11,0.00,8630.22
17076,4450,171,,4,2707.59,0.00,10830.36
17077,4450,191,,1,1593.81,0.00,1593.81
17078,4451,529,,1,10857.10,0.00,10857.10
17079,4451,499,,1,12264.50,0.00,12264.50
17080,4451,774,,1,17529.60,0.00,17529.60
17081,4452,135,,2,5136.37,0.00,10272.74
17082,4452,422,,5,21933.38,0.00,109666.90
17083,4452,533,,1,15615.46,0.00,15615.46
17084,4453,356,,1,8350.94,0.00,8350.94
17085,4453,605,,4,23825.69,0.00,95302.76
17086,4453,228,,3,20581.92,0.00,61745.76
17087,4454,37,,5,17231.23,0.00,86156.15
17088,4454,143,,3,1000.49,0.00,3001.47
17089,4454,752,,1,9096.76,0.00,9096.76
17090,4454,133,,3,7570.15,0.00,22710.45
17091,4454,632,,1,12006.42,0.00,12006.42
17092,4454,620,,5,8593.33,0.00,42966.65
17093,4455,124,,1,10610.62,0.00,10610.62
17094,4455,161,,5,21817.84,0.00,109089.20
17095,4456,401,,2,22050.50,0.00,44101.00
17096,4456,144,,2,4752.48,0.00,9504.96
17097,4456,183,,3,22409.17,0.00,67227.51
17098,4456,507,,2,12640.54,0.00,25281.08
17099,4456,51,,4,2703.68,0.00,10814.72
17100,4456,22,,2,16955.62,0.00,33911.24
17101,4456,536,,1,21508.17,0.00,21508.17
17102,4456,171,,1,2707.59,0.00,2707.59
17103,4457,249,,1,8860.68,0.00,8860.68
17104,4457,793,,3,8730.54,0.00,26191.62
17105,4457,634,,2,15702.68,0.00,31405.36
17106,4457,137,,1,3680.63,0.00,3680.63
17107,4457,364,,3,18152.61,0.00,54457.83
17108,4457,772,,4,5422.09,0.00,21688.36
17109,4457,227,,3,20745.65,0.00,62236.95
17110,4458,132,,4,1863.87,0.00,7455.48
17111,4459,439,,2,19838.34,0.00,39676.68
17112,4459,511,,2,23621.83,0.00,47243.66
17113,4460,481,,4,25164.55,0.00,100658.20
17114,4461,142,,2,11846.64,0.00,23693.28
17115,4461,754,,4,15735.31,0.00,62941.24
17116,4461,241,,2,7569.52,0.00,15139.04
17117,4461,129,,2,19940.98,0.00,39881.96
17118,4461,55,,3,2063.08,0.00,6189.24
17119,4461,6,,2,5632.98,0.00,11265.96
17120,4461,381,,1,8089.18,0.00,8089.18
17121,4462,202,,3,1085.51,0.00,3256.53
17122,4462,31,,4,15162.35,0.00,60649.40
17123,4462,408,,3,17752.68,0.00,53258.04
17124,4463,651,,5,2675.66,0.00,13378.30
17125,4463,323,,2,18722.37,0.00,37444.74
17126,4463,408,,5,17752.68,0.00,88763.40
17127,4463,96,,5,7542.60,0.00,37713.00
17128,4463,785,,3,5452.57,0.00,16357.71
17129,4463,318,,4,18321.34,0.00,73285.36
17130,4464,139,,5,9010.06,0.00,45050.30
17131,4465,423,,1,5835.48,0.00,5835.48
17132,4465,572,,1,1707.68,0.00,1707.68
17133,4465,289,,4,10474.99,0.00,41899.96
17134,4465,46,,1,8014.89,0.00,8014.89
17135,4466,132,,5,1863.87,0.00,9319.35
17136,4466,74,,2,3449.12,0.00,6898.24
17137,4466,658,,3,3297.16,0.00,9891.48
17138,4466,196,,1,11324.33,0.00,11324.33
17139,4466,45,,2,617.91,0.00,1235.82
17140,4467,666,,1,1581.14,0.00,1581.14
17141,4467,679,,1,15710.50,0.00,15710.50
17142,4468,351,,4,18401.72,0.00,73606.88
17143,4468,136,,2,19846.47,0.00,39692.94
17144,4468,379,,1,21026.85,0.00,21026.85
17145,4469,132,,5,1863.87,0.00,9319.35
17146,4469,271,51,1,3231.83,161.59,3070.24
17147,4470,102,,1,4510.86,0.00,4510.86
17148,4470,209,,2,6915.80,0.00,13831.60
17149,4470,631,,2,4161.82,0.00,8323.64
17150,4471,248,,1,12802.17,0.00,12802.17
17151,4471,570,13,4,10664.50,12797.40,29860.60
17152,4472,39,,1,4019.59,0.00,4019.59
17153,4472,605,,2,23825.69,0.00,47651.38
17154,4472,504,,2,1134.65,0.00,2269.30
17155,4472,543,,2,9376.18,0.00,18752.36
17156,4472,771,,1,1352.51,0.00,1352.51
17157,4472,527,,5,8808.32,0.00,44041.60
17158,4472,424,,1,15449.37,0.00,15449.37
17159,4473,363,,2,11863.69,0.00,23727.38
17160,4473,311,,3,16304.63,0.00,48913.89
17161,4473,141,,2,22759.35,0.00,45518.70
17162,4473,581,,3,21691.93,0.00,65075.79
17163,4473,321,,3,3189.27,0.00,9567.81
17164,4473,374,,1,987.80,0.00,987.80
17165,4473,380,,1,5494.02,0.00,5494.02
17166,4473,474,,4,14593.09,0.00,58372.36
17167,4474,325,,2,1965.65,0.00,3931.30
17168,4474,147,,3,5057.44,0.00,15172.32
17169,4475,311,,4,16304.63,0.00,65218.52
17170,4475,353,,1,13599.15,0.00,13599.15
17171,4475,720,,5,14314.87,0.00,71574.35
17172,4475,29,,2,6494.00,0.00,12988.00
17173,4475,779,,2,17032.39,0.00,34064.78
17174,4475,604,,3,4615.21,0.00,13845.63
17175,4475,288,,1,21274.81,0.00,21274.81
17176,4476,410,,2,19116.54,0.00,38233.08
17177,4476,495,,1,18118.16,0.00,18118.16
17178,4476,48,29,1,4853.25,1213.31,3639.94
17179,4476,175,,3,12677.70,0.00,38033.10
17180,4476,120,,1,2379.14,0.00,2379.14
17181,4477,4,,1,2189.17,0.00,2189.17
17182,4477,369,,1,12021.50,0.00,12021.50
17183,4477,33,,5,15691.20,0.00,78456.00
17184,4477,725,,1,939.54,0.00,939.54
17185,4477,363,,2,11863.69,0.00,23727.38
17186,4477,433,,5,5342.01,0.00,26710.05
17187,4477,584,,5,24161.88,0.00,120809.40
17188,4477,422,,1,21933.38,0.00,21933.38
17189,4478,450,,5,3979.85,0.00,19899.25
17190,4478,249,,1,8860.68,0.00,8860.68
17191,4478,744,,1,780.08,0.00,780.08
17192,4478,85,,2,15292.44,0.00,30584.88
17193,4478,512,,1,6177.47,0.00,6177.47
17194,4479,533,,1,15615.46,0.00,15615.46
17195,4479,6,,2,5632.98,0.00,11265.96
17196,4479,469,,1,1617.18,0.00,1617.18
17197,4479,454,,4,1721.41,0.00,6885.64
17198,4479,347,,3,13391.47,0.00,40174.41
17199,4479,265,,1,4332.22,0.00,4332.22
17200,4480,796,,4,7877.58,0.00,31510.32
17201,4480,87,,1,9632.33,0.00,9632.33
17202,4480,360,,1,3613.79,0.00,3613.79
17203,4481,687,,4,12791.94,0.00,51167.76
17204,4481,388,,1,11569.34,0.00,11569.34
17205,4481,91,,4,13616.32,0.00,54465.28
17206,4482,290,,3,15874.05,0.00,47622.15
17207,4482,256,,2,17738.61,0.00,35477.22
17208,4482,194,,1,16790.59,0.00,16790.59
17209,4483,188,,4,19642.13,0.00,78568.52
17210,4483,347,,3,13391.47,0.00,40174.41
17211,4483,651,,5,2675.66,0.00,13378.30
17212,4483,128,,2,17184.55,0.00,34369.10
17213,4483,138,,3,19101.89,0.00,57305.67
17214,4484,504,,3,1134.65,0.00,3403.95
17215,4484,248,,1,12802.17,0.00,12802.17
17216,4484,75,,1,2636.11,0.00,2636.11
17217,4484,779,,2,17032.39,0.00,34064.78
17218,4484,479,,1,6720.68,0.00,6720.68
17219,4484,404,,1,17345.29,0.00,17345.29
17220,4484,415,,4,4808.80,0.00,19235.20
17221,4485,618,,4,572.47,0.00,2289.88
17222,4485,784,,2,2596.62,0.00,5193.24
17223,4485,176,,1,3287.37,0.00,3287.37
17224,4486,27,,1,6758.75,0.00,6758.75
17225,4486,283,,3,19241.44,0.00,57724.32
17226,4487,164,,4,13270.97,0.00,53083.88
17227,4487,739,,1,17513.67,0.00,17513.67
17228,4487,406,,1,15581.01,0.00,15581.01
17229,4487,190,,2,8082.17,0.00,16164.34
17230,4487,442,,1,9965.93,0.00,9965.93
17231,4487,340,,4,12544.44,0.00,50177.76
17232,4487,395,,2,4315.11,0.00,8630.22
17233,4488,27,,1,6758.75,0.00,6758.75
17234,4488,440,,3,21975.69,0.00,65927.07
17235,4488,623,,5,5555.20,0.00,27776.00
17236,4489,299,,1,14881.17,0.00,14881.17
17237,4489,430,,1,18657.04,0.00,18657.04
17238,4489,627,,2,15309.14,0.00,30618.28
17239,4490,767,,1,15348.12,0.00,15348.12
17240,4490,151,,5,8063.68,0.00,40318.40
17241,4490,519,,1,19913.39,0.00,19913.39
17242,4490,465,,2,11187.39,0.00,22374.78
17243,4491,159,,2,10659.51,0.00,21319.02
17244,4491,341,,4,19257.80,0.00,77031.20
17245,4491,332,,3,11393.85,0.00,34181.55
17246,4491,385,,3,19724.07,0.00,59172.21
17247,4492,444,,5,3163.39,0.00,15816.95
17248,4492,285,,1,20044.37,0.00,20044.37
17249,4492,282,,1,7499.70,0.00,7499.70
17250,4493,652,,5,650.12,0.00,3250.60
17251,4494,206,,5,20780.27,0.00,103901.35
17252,4495,788,,4,12284.93,0.00,49139.72
17253,4495,344,,4,584.66,0.00,2338.64
17254,4496,286,,1,21727.20,0.00,21727.20
17255,4496,386,,1,15275.60,0.00,15275.60
17256,4496,441,,4,6358.60,0.00,25434.40
17257,4496,683,,1,17404.69,0.00,17404.69
17258,4497,553,,1,23528.82,0.00,23528.82
