id_inventario,id_producto,id_sucursal,fecha,stock_actual,stock_minimo,entradas_dia,salidas_dia
2055,697,6,2025-12-26,195,5,4,33
2056,41,1,2025-12-26,78,29,42,14
2057,116,11,2025-12-26,144,21,28,25
2058,30,11,2025-12-26,133,19,28,41
2059,38,6,2025-12-26,26,6,5,59
2060,108,12,2025-12-26,79,22,29,59
2061,536,7,2025-12-26,175,25,1,19
2062,26,15,2025-12-26,224,29,43,1
2063,442,8,2025-12-26,124,22,36,33
2064,403,3,2025-12-26,41,29,5,47
2065,604,1,2025-12-26,109,25,8,54
2066,14,7,2025-12-26,86,19,29,54
2067,538,2,2025-12-26,66,7,16,23
2068,69,7,2025-12-26,30,28,7,58
2069,511,6,2025-12-26,137,13,26,48
2070,128,14,2025-12-26,197,19,21,12
2071,299,9,2025-12-26,184,23,39,47
2072,635,5,2025-12-26,162,25,8,17
2073,28,13,2025-12-26,136,29,46,54
2074,497,8,2025-12-26,133,27,46,7
2075,691,14,2025-12-26,64,26,26,45
2076,681,8,2025-12-26,198,18,2,23
2077,773,7,2025-12-26,203,6,46,29
2078,311,14,2025-12-26,77,7,22,16
2079,534,1,2025-12-26,38,20,15,17
2080,352,8,2025-12-26,33,28,40,23
2081,23,11,2025-12-26,203,23,24,52
2082,429,12,2025-12-26,200,8,50,29
2083,488,5,2025-12-26,206,28,34,30
2084,389,11,2025-12-26,4,15,47,18
2085,492,10,2025-12-26,131,30,27,2
2086,235,1,2025-12-26,9,5,45,55
2087,395,7,2025-12-26,94,7,11,19
2088,85,14,2025-12-26,118,14,26,46
2089,758,1,2025-12-26,80,29,19,58
2090,9,6,2025-12-26,79,21,8,53
2091,152,3,2025-12-26,203,5,30,26
2092,649,14,2025-12-26,154,14,36,31
2093,403,4,2025-12-26,28,14,19,35
2094,292,13,2025-12-26,30,21,37,22
2095,83,3,2025-12-26,81,23,39,34
2096,192,7,2025-12-26,26,26,2,48
2097,494,12,2025-12-26,167,30,17,29
2098,772,12,2025-12-26,28,16,39,3
2099,558,7,2025-12-26,170,12,7,10
2100,381,12,2025-12-26,115,22,42,4
2101,336,7,2025-12-26,0,13,36,58
2102,583,3,2025-12-26,125,13,8,28
2103,286,3,2025-12-26,132,8,18,55
2104,311,9,2025-12-26,107,5,33,25
2105,488,9,2025-12-26,173,6,4,29
2106,429,5,2025-12-26,146,20,39,6
2107,58,14,2025-12-26,121,7,7,25
2108,572,3,2025-12-26,194,22,37,47
2109,269,4,2025-12-26,216,23,30,15
2110,183,11,2025-12-26,56,6,30,37
2111,510,4,2025-12-26,216,17,44,13
2112,405,7,2025-12-26,7,19,5,15
2113,25,10,2025-12-26,42,19,37,5
2114,418,13,2025-12-26,190,5,39,36
2115,220,10,2025-12-26,183,13,26,48
2116,627,13,2025-12-26,181,11,20,45
2117,277,3,2025-12-26,144,21,18,22
2118,401,2,2025-12-26,195,19,33,56
2119,100,6,2025-12-26,100,19,3,19
2120,169,4,2025-12-26,34,5,50,53
2121,220,9,2025-12-26,117,7,14,10
2122,547,7,2025-12-26,187,5,4,26
2123,161,3,2025-12-26,45,27,47,38
2124,417,2,2025-12-26,199,27,38,29
2125,417,10,2025-12-26,91,28,1,6
2126,610,13,2025-12-26,184,18,10,3
2127,702,12,2025-12-26,90,12,35,26
2128,259,6,2025-12-26,155,17,40,1
2129,223,10,2025-12-26,73,26,25,25
2130,225,13,2025-12-26,206,29,34,4
2131,294,8,2025-12-26,44,9,1,54
2132,226,2,2025-12-26,179,9,20,5
2133,559,9,2025-12-26,208,27,1,39
2134,760,1,2025-12-26,161,30,5,37
2135,505,6,2025-12-26,72,6,33,8
2136,731,1,2025-12-26,108,14,12,30
2137,227,10,2025-12-26,177,7,17,45
2138,292,5,2025-12-26,42,21,2,40
2139,181,3,2025-12-26,39,27,46,15
2140,128,5,2025-12-26,88,24,37,19
2141,530,1,2025-12-26,202,7,45,25
2142,528,3,2025-12-26,143,29,50,42
2143,569,14,2025-12-26,217,26,18,36
2144,671,13,2025-12-26,120,30,4,3
2145,644,12,2025-12-26,121,27,22,25
2146,643,11,2025-12-26,189,9,48,16
2147,185,4,2025-12-26,68,6,25,24
2148,58,8,2025-12-26,89,21,11,55
2149,363,5,2025-12-26,186,16,38,59
2150,565,11,2025-12-26,156,24,9,0
2151,258,2,2025-12-26,172,6,36,52
2152,359,2,2025-12-26,55,8,29,55
2153,95,10,2025-12-26,84,17,7,37
2154,569,3,2025-12-26,133,6,36,44
2155,295,15,2025-12-26,120,27,3,31
2156,631,9,2025-12-26,149,13,28,50
2157,356,15,2025-12-26,205,15,25,57
2158,552,7,2025-12-26,55,6,8,28
2159,125,3,2025-12-26,194,28,47,21
2160,351,8,2025-12-26,30,6,6,28
2161,697,7,2025-12-26,161,26,21,39
2162,398,4,2025-12-26,145,28,19,15
2163,534,7,2025-12-26,112,30,7,15
2164,617,11,2025-12-26,85,9,32,30
2165,691,7,2025-12-26,54,11,23,40
2166,403,2,2025-12-26,143,27,18,6
2167,299,4,2025-12-26,181,6,2,23
2168,610,8,2025-12-26,124,7,26,54
2169,731,7,2025-12-26,162,13,10,12
2170,129,15,2025-12-26,39,12,19,6
2171,252,15,2025-12-26,48,13,32,14
2172,718,13,2025-12-26,29,8,36,13
2173,567,10,2025-12-26,208,15,3,32
2174,30,6,2025-12-26,96,5,13,27
2175,432,14,2025-12-26,72,20,20,20
2176,172,12,2025-12-26,59,12,38,52
2177,132,11,2025-12-26,94,8,32,1
2178,363,15,2025-12-26,58,25,50,7
2179,600,15,2025-12-26,35,14,6,36
2180,278,14,2025-12-26,46,25,12,35
2181,296,3,2025-12-26,103,15,5,10
2182,259,3,2025-12-26,74,19,36,12
2183,100,2,2025-12-26,160,25,13,33
2184,129,2,2025-12-26,47,8,29,40
2185,150,5,2025-12-26,87,24,19,41
2186,773,12,2025-12-26,139,26,13,9
2187,751,8,2025-12-26,7,15,15,8
2188,343,5,2025-12-26,125,7,21,10
2189,499,12,2025-12-26,0,6,48,24
2190,115,2,2025-12-26,37,12,0,38
2191,88,11,2025-12-26,102,30,18,14
2192,82,9,2025-12-26,110,22,29,18
2193,437,6,2025-12-26,148,15,45,46
2194,352,1,2025-12-26,58,30,48,34
2195,185,2,2025-12-26,71,8,27,56
2196,442,14,2025-12-26,215,22,8,41
2197,706,6,2025-12-26,84,22,35,38
2198,265,5,2025-12-26,45,9,19,11
2199,295,9,2025-12-26,199,16,14,16
2200,397,12,2025-12-26,206,13,9,3
2201,220,6,2025-12-26,66,5,42,41
2202,609,11,2025-12-26,38,28,45,23
2203,649,6,2025-12-26,60,21,14,47
2204,281,15,2025-12-26,88,23,34,49
2205,183,6,2025-12-26,203,17,30,24
2206,442,7,2025-12-26,170,21,17,29
2207,697,3,2025-12-26,32,18,14,2
2208,351,6,2025-12-26,46,7,43,36
2209,799,10,2025-12-26,64,27,33,38
2210,183,12,2025-12-26,161,25,33,20
2211,265,15,2025-12-26,26,10,17,39
2212,552,15,2025-12-26,47,28,8,8
2213,485,9,2025-12-26,213,24,45,15
2214,5,5,2025-12-26,155,7,0,16
2215,651,11,2025-12-26,97,7,35,33
2216,441,12,2025-12-26,86,10,28,31
2217,610,9,2025-12-26,179,17,5,20
2218,627,8,2025-12-26,121,16,41,38
2219,237,13,2025-12-26,186,6,45,20
2220,336,15,2025-12-26,18,7,48,43
2221,661,14,2025-12-26,109,18,26,44
2222,239,8,2025-12-26,7,14,36,29
2223,71,1,2025-12-26,112,26,22,39
2224,376,6,2025-12-26,45,11,4,59
2225,186,14,2025-12-26,195,5,17,57
2226,601,2,2025-12-26,111,13,10,23
2227,766,1,2025-12-26,158,11,30,4
2228,490,15,2025-12-26,185,9,13,48
2229,766,15,2025-12-26,42,14,43,12
2230,225,12,2025-12-26,159,25,43,2
2231,597,10,2025-12-26,29,8,15,33
2232,603,3,2025-12-26,218,19,18,25
2233,505,7,2025-12-26,193,5,23,21
2234,706,1,2025-12-26,102,5,6,48
2235,3,9,2025-12-26,123,9,10,40
2236,237,10,2025-12-26,114,26,46,27
2237,706,4,2025-12-26,29,6,30,10
2238,332,11,2025-12-26,209,29,32,44
2239,605,7,2025-12-26,50,30,33,29
2240,222,11,2025-12-26,16,10,38,22
2241,461,11,2025-12-26,22,5,22,5
2242,786,12,2025-12-26,26,10,46,6
2243,569,13,2025-12-26,76,24,29,59
2244,192,15,2025-12-26,202,7,19,59
2245,59,13,2025-12-26,56,12,17,0
2246,32,3,2025-12-26,143,27,24,3
2247,184,10,2025-12-26,25,22,23,57
2248,236,12,2025-12-26,93,20,26,45
2249,231,6,2025-12-26,158,18,6,27
2250,523,7,2025-12-26,38,27,28,16
2251,404,4,2025-12-26,68,10,36,1
2252,796,4,2025-12-26,32,11,14,45
2253,404,10,2025-12-26,196,30,8,38
2254,8,7,2025-12-26,87,11,22,44
2255,4,12,2025-12-26,96,19,4,46
2256,374,13,2025-12-26,32,26,0,41
2257,765,9,2025-12-26,218,29,43,46
2258,606,8,2025-12-26,181,24,47,30
2259,123,14,2025-12-26,181,16,15,47
2260,755,11,2025-12-26,8,20,38,44
2261,292,7,2025-12-26,215,28,29,0
2262,57,12,2025-12-26,153,26,3,9
2263,39,13,2025-12-26,9,13,32,23
2264,552,3,2025-12-26,77,24,35,36
2265,58,15,2025-12-26,215,15,14,42
2266,603,13,2025-12-26,32,28,4,29
2267,644,14,2025-12-26,198,26,6,3
2268,195,4,2025-12-26,189,24,48,25
2269,569,9,2025-12-26,2,8,1,60
2270,83,15,2025-12-26,6,15,29,1
2271,161,13,2025-12-26,135,8,9,45
2272,773,2,2025-12-26,194,27,8,60
2273,8,8,2025-12-26,150,11,16,52
2274,236,7,2025-12-26,220,23,42,45
2275,417,14,2025-12-26,171,28,11,0
2276,225,2,2025-12-26,180,12,16,43
2277,787,1,2025-12-26,197,13,6,55
2278,607,3,2025-12-26,8,7,50,15
2279,8,2,2025-12-26,167,20,28,18
2280,443,4,2025-12-26,212,16,45,59
2281,281,5,2025-12-26,37,15,31,3
2282,286,4,2025-12-26,146,27,43,11
2283,216,9,2025-12-26,69,6,38,47
2284,190,13,2025-12-26,44,16,36,4
2285,172,7,2025-12-26,216,29,50,29
2286,67,7,2025-12-26,63,16,27,30
2287,294,2,2025-12-26,177,15,38,7
2288,12,14,2025-12-26,42,23,26,50
2289,465,9,2025-12-26,148,8,17,20
2290,13,9,2025-12-26,160,23,49,36
2291,433,2,2025-12-26,146,12,16,10
2292,188,15,2025-12-26,153,10,32,30
2293,81,14,2025-12-26,201,9,18,55
2294,702,10,2025-12-26,86,27,41,55
2295,132,1,2025-12-26,205,20,38,11
2296,682,6,2025-12-26,187,30,8,19
2297,628,4,2025-12-26,53,25,28,23
2298,57,11,2025-12-26,130,27,32,10
2299,604,15,2025-12-26,82,25,28,47
2300,796,2,2025-12-26,36,9,5,21
2301,794,13,2025-12-26,128,21,16,42
2302,586,6,2025-12-26,134,30,30,8
2303,358,11,2025-12-26,128,9,18,52
2304,358,10,2025-12-26,141,8,50,59
2305,627,12,2025-12-26,202,28,33,14
2306,783,3,2025-12-26,109,11,33,25
2307,494,15,2025-12-26,28,28,47,35
2308,66,13,2025-12-26,102,11,27,57
2309,441,15,2025-12-26,123,25,5,17
2310,678,15,2025-12-26,26,12,44,28
2311,560,6,2025-12-26,73,26,1,20
2312,225,4,2025-12-26,163,24,7,29
2313,389,3,2025-12-26,156,13,29,3
2314,598,12,2025-12-26,201,10,8,53
2315,183,3,2025-12-26,217,22,41,16
2316,311,8,2025-12-26,175,28,41,44
2317,94,3,2025-12-26,74,29,32,41
2318,527,8,2025-12-26,113,25,3,17
2319,381,2,2025-12-26,45,6,48,26
2320,533,2,2025-12-26,55,21,36,16
2321,585,4,2025-12-26,2,5,46,35
2322,214,8,2025-12-26,6,10,37,12
2323,480,5,2025-12-26,200,25,9,58
2324,696,1,2025-12-26,225,29,33,28
2325,6,12,2025-12-26,29,14,3,58
2326,25,7,2025-12-26,190,9,19,33
2327,674,8,2025-12-26,40,25,4,29
2328,604,14,2025-12-26,206,8,4,18
2329,631,10,2025-12-26,119,18,27,35
2330,323,4,2025-12-26,172,29,2,37
2331,348,15,2025-12-26,97,17,50,18
2332,353,6,2025-12-26,33,29,2,10
2333,172,10,2025-12-26,92,28,43,36
2334,651,4,2025-12-26,1,12,26,12
2335,96,3,2025-12-26,189,8,3,45
2336,736,5,2025-12-26,132,19,35,51
2337,572,15,2025-12-26,20,7,46,23
2338,736,6,2025-12-26,97,29,17,43
2339,278,15,2025-12-26,178,11,39,33
2340,494,13,2025-12-26,189,6,4,10
2341,669,9,2025-12-26,180,6,36,20
2342,67,5,2025-12-26,93,16,5,8
2343,432,8,2025-12-26,209,15,38,19
2344,164,8,2025-12-26,0,6,47,32
2345,167,8,2025-12-26,77,15,30,21
2346,783,10,2025-12-26,25,11,22,25
2347,529,8,2025-12-26,60,22,12,34
2348,330,8,2025-12-26,103,29,50,49
2349,442,12,2025-12-26,154,6,43,53
2350,261,11,2025-12-26,134,22,16,1
2351,579,7,2025-12-26,200,16,40,40
2352,263,2,2025-12-26,167,23,39,26
2353,152,7,2025-12-26,17,7,28,58
2354,331,14,2025-12-26,99,22,1,24
2355,511,5,2025-12-26,213,14,29,38
2356,499,1,2025-12-26,101,5,8,18
2357,452,3,2025-12-26,27,10,22,35
2358,443,11,2025-12-26,163,28,18,21
2359,61,2,2025-12-26,176,30,0,56
2360,9,9,2025-12-26,32,6,26,47
2361,210,2,2025-12-26,177,16,28,52
2362,544,11,2025-12-26,76,5,5,15
2363,153,12,2025-12-26,80,24,30,4
2364,397,10,2025-12-26,159,11,16,53
2365,681,15,2025-12-26,137,18,13,3
2366,482,12,2025-12-26,143,9,14,17
2367,7,9,2025-12-26,181,17,40,56
2368,369,14,2025-12-26,118,24,8,19
2369,109,13,2025-12-26,54,10,27,14
2370,36,9,2025-12-26,112,12,27,29
2371,58,1,2025-12-26,214,15,43,21
2372,534,2,2025-12-26,140,19,43,11
2373,67,13,2025-12-26,131,20,35,7
2374,515,3,2025-12-26,50,6,4,46
2375,495,6,2025-12-26,201,26,0,22
2376,201,2,2025-12-26,63,30,46,5
2377,630,6,2025-12-26,105,6,7,41
2378,341,3,2025-12-26,143,12,7,22
2379,607,14,2025-12-26,65,18,17,2
2380,129,5,2025-12-26,60,11,7,51
2381,152,15,2025-12-26,144,26,18,52
2382,69,2,2025-12-26,118,25,40,51
2383,687,2,2025-12-26,118,10,26,36
2384,13,10,2025-12-26,211,17,30,2
2385,43,5,2025-12-26,8,8,14,21
2386,184,13,2025-12-26,174,16,50,11
2387,369,11,2025-12-26,18,12,33,1
2388,518,3,2025-12-26,59,29,35,36
2389,19,9,2025-12-26,120,12,18,17
2390,732,11,2025-12-26,175,26,21,16
2391,731,3,2025-12-26,84,13,22,42
2392,123,3,2025-12-26,15,9,37,40
2393,38,15,2025-12-26,77,6,45,2
2394,227,4,2025-12-26,84,9,26,4
2395,22,9,2025-12-26,194,28,1,35
2396,19,11,2025-12-26,39,23,8,18
2397,259,14,2025-12-26,150,29,50,22
2398,261,14,2025-12-26,163,18,34,11
2399,181,11,2025-12-26,206,30,33,35
2400,38,10,2025-12-26,110,16,47,34
2401,592,3,2025-12-25,74,20,16,35
2402,719,12,2025-12-25,141,9,5,19
2403,485,11,2025-12-25,68,23,6,51
2404,237,2,2025-12-25,181,17,44,22
2405,374,5,2025-12-25,199,24,27,56
2406,418,14,2025-12-25,184,16,17,33
2407,278,13,2025-12-25,63,7,9,3
2408,42,9,2025-12-25,140,30,38,29
2409,458,13,2025-12-25,70,9,1,39
2410,675,4,2025-12-25,32,5,23,6
2411,432,13,2025-12-25,186,10,13,19
2412,192,9,2025-12-25,20,20,45,51
2413,395,2,2025-12-25,114,7,24,55
2414,90,12,2025-12-25,130,18,41,26
2415,57,14,2025-12-25,148,19,48,51
2416,166,1,2025-12-25,181,5,48,5
2417,513,5,2025-12-25,90,27,44,15
2418,499,3,2025-12-25,174,6,7,56
2419,294,9,2025-12-25,73,28,5,36
2420,492,13,2025-12-25,194,28,34,2
2421,538,7,2025-12-25,13,23,39,56
2422,497,7,2025-12-25,61,30,4,42
2423,51,5,2025-12-25,3,21,33,2
2424,198,5,2025-12-25,30,11,25,51
2425,100,3,2025-12-25,99,24,48,15
2426,140,10,2025-12-25,177,12,28,26
2427,87,11,2025-12-25,183,15,23,34
2428,528,12,2025-12-25,188,7,30,6
2429,125,15,2025-12-25,59,9,28,46
2430,123,15,2025-12-25,180,18,12,14
2431,128,3,2025-12-25,81,26,20,10
2432,13,1,2025-12-25,83,20,20,22
2433,286,1,2025-12-25,87,6,19,55
2434,281,9,2025-12-25,126,10,18,2
2435,105,1,2025-12-25,226,26,35,42
2436,97,5,2025-12-25,31,25,13,18
2437,621,14,2025-12-25,168,28,22,13
2438,608,15,2025-12-25,150,21,21,48
2439,274,9,2025-12-25,157,11,8,39
2440,527,1,2025-12-25,58,16,1,18
2441,465,4,2025-12-25,122,22,44,41
2442,543,8,2025-12-25,186,17,42,24
2443,341,7,2025-12-25,3,19,45,8
2444,404,2,2025-12-25,129,5,40,51
2445,237,6,2025-12-25,10,9,39,28
2446,784,4,2025-12-25,39,23,38,5
2447,132,10,2025-12-25,92,9,8,58
2448,192,4,2025-12-25,12,10,16,22
2449,67,2,2025-12-25,163,22,10,33
2450,57,10,2025-12-25,64,28,0,35
2451,800,12,2025-12-25,27,18,27,51
2452,792,10,2025-12-25,6,8,11,15
2453,559,14,2025-12-25,178,19,33,18
2454,140,15,2025-12-25,130,14,44,5
2455,697,6,2025-12-25,124,8,42,8
2456,41,1,2025-12-25,204,28,47,20
2457,116,11,2025-12-25,25,28,4,27
2458,30,11,2025-12-25,96,5,19,19
2459,38,6,2025-12-25,97,8,35,31
2460,108,12,2025-12-25,70,6,33,4
2461,536,7,2025-12-25,60,13,12,18
2462,26,15,2025-12-25,158,23,14,13
2463,442,8,2025-12-25,200,14,44,24
2464,403,3,2025-12-25,142,16,2,55
2465,604,1,2025-12-25,4,16,49,30
2466,14,7,2025-12-25,4,13,8,25
2467,538,2,2025-12-25,122,11,31,36
2468,69,7,2025-12-25,117,15,14,8
2469,511,6,2025-12-25,153,20,23,11
2470,128,14,2025-12-25,69,12,26,30
2471,299,9,2025-12-25,61,24,13,54
2472,635,5,2025-12-25,63,12,2,12
2473,28,13,2025-12-25,125,11,19,28
2474,497,8,2025-12-25,99,30,25,16
2475,691,14,2025-12-25,129,19,26,7
2476,681,8,2025-12-25,185,21,40,21
2477,773,7,2025-12-25,2,20,7,10
2478,311,14,2025-12-25,160,29,33,4
2479,534,1,2025-12-25,119,28,33,36
2480,352,8,2025-12-25,117,20,36,46
2481,23,11,2025-12-25,138,21,14,13
2482,429,12,2025-12-25,134,25,40,19
2483,488,5,2025-12-25,229,29,19,59
2484,389,11,2025-12-25,172,24,45,14
2485,492,10,2025-12-25,174,20,34,0
2486,235,1,2025-12-25,89,21,46,34
2487,395,7,2025-12-25,105,28,7,54
2488,85,14,2025-12-25,0,8,34,24
2489,758,1,2025-12-25,26,28,9,9
2490,9,6,2025-12-25,93,11,24,43
2491,152,3,2025-12-25,112,23,40,4
2492,649,14,2025-12-25,87,11,47,32
2493,403,4,2025-12-25,79,16,20,4
2494,292,13,2025-12-25,163,23,7,12
2495,83,3,2025-12-25,131,27,27,40
2496,192,7,2025-12-25,94,29,31,18
2497,494,12,2025-12-25,93,26,15,38
2498,772,12,2025-12-25,212,16,46,39
2499,558,7,2025-12-25,10,28,17,13
2500,381,12,2025-12-25,141,30,49,10
2501,336,7,2025-12-25,181,28,36,15
2502,583,3,2025-12-25,151,10,31,44
2503,286,3,2025-12-25,31,15,1,44
2504,311,9,2025-12-25,200,14,6,12
2505,488,9,2025-12-25,58,7,42,36
2506,429,5,2025-12-25,191,13,34,8
2507,58,14,2025-12-25,56,18,29,45
2508,572,3,2025-12-25,169,25,29,16
2509,269,4,2025-12-25,12,7,4,11
2510,183,11,2025-12-25,68,27,4,19
2511,510,4,2025-12-25,27,13,13,16
2512,405,7,2025-12-25,90,22,44,41
2513,25,10,2025-12-25,5,16,30,22
2514,418,13,2025-12-25,163,25,22,45
2515,220,10,2025-12-25,97,19,4,29
2516,627,13,2025-12-25,23,5,8,59
2517,277,3,2025-12-25,88,25,18,27
2518,401,2,2025-12-25,121,26,19,32
2519,100,6,2025-12-25,158,7,42,46
2520,169,4,2025-12-25,149,14,40,52
2521,220,9,2025-12-25,149,23,47,2
2522,547,7,2025-12-25,185,22,4,16
2523,161,3,2025-12-25,63,15,37,34
2524,417,2,2025-12-25,186,23,26,42
2525,417,10,2025-12-25,135,12,37,53
2526,610,13,2025-12-25,210,24,41,2
2527,702,12,2025-12-25,69,25,8,0
2528,259,6,2025-12-25,177,16,21,29
2529,223,10,2025-12-25,152,30,37,20
2530,225,13,2025-12-25,167,25,4,31
2531,294,8,2025-12-25,153,23,2,30
2532,226,2,2025-12-25,71,24,50,17
2533,559,9,2025-12-25,202,29,46,60
2534,760,1,2025-12-25,24,13,35,51
2535,505,6,2025-12-25,21,9,1,0
2536,731,1,2025-12-25,39,18,40,58
2537,227,10,2025-12-25,212,14,17,2
2538,292,5,2025-12-25,100,29,42,0
2539,181,3,2025-12-25,168,15,15,14
2540,128,5,2025-12-25,175,25,49,56
2541,530,1,2025-12-25,173,16,26,49
2542,528,3,2025-12-25,172,23,7,48
2543,569,14,2025-12-25,147,17,23,19
2544,671,13,2025-12-25,128,28,40,51
2545,644,12,2025-12-25,183,18,12,16
2546,643,11,2025-12-25,13,15,2,8
2547,185,4,2025-12-25,93,29,2,46
2548,58,8,2025-12-25,79,16,46,50
2549,363,5,2025-12-25,93,30,20,50
2550,565,11,2025-12-25,197,24,29,35
2551,258,2,2025-12-25,219,22,2,14
2552,359,2,2025-12-25,145,24,21,59
2553,95,10,2025-12-25,51,6,23,55
2554,569,3,2025-12-25,191,24,23,44
2555,295,15,2025-12-25,107,26,18,20
2556,631,9,2025-12-25,28,13,29,33
2557,356,15,2025-12-25,193,15,44,58
2558,552,7,2025-12-25,115,7,39,32
2559,125,3,2025-12-25,153,26,6,14
2560,351,8,2025-12-25,87,5,9,8
2561,697,7,2025-12-25,166,30,15,7
2562,398,4,2025-12-25,90,25,49,33
2563,534,7,2025-12-25,93,6,16,44
2564,617,11,2025-12-25,157,8,3,52
2565,691,7,2025-12-25,145,13,33,1
2566,403,2,2025-12-25,78,19,3,27
2567,299,4,2025-12-25,18,11,3,48
2568,610,8,2025-12-25,14,9,31,43
2569,731,7,2025-12-25,96,28,24,19
2570,129,15,2025-12-25,124,6,2,22
2571,252,15,2025-12-25,110,20,3,25
2572,718,13,2025-12-25,59,23,44,15
2573,567,10,2025-12-25,48,15,17,38
2574,30,6,2025-12-25,23,17,49,28
2575,432,14,2025-12-25,60,27,25,6
2576,172,12,2025-12-25,124,6,35,33
2577,132,11,2025-12-25,3,5,40,45
2578,363,15,2025-12-25,218,29,8,9
2579,600,15,2025-12-25,74,5,6,18
2580,278,14,2025-12-25,171,28,44,32
2581,296,3,2025-12-25,93,12,29,23
2582,259,3,2025-12-25,163,6,9,47
2583,100,2,2025-12-25,194,28,8,39
2584,129,2,2025-12-25,212,22,11,55
2585,150,5,2025-12-25,108,22,20,60
2586,773,12,2025-12-25,36,13,32,6
2587,751,8,2025-12-25,177,7,13,28
2588,343,5,2025-12-25,68,19,1,5
2589,499,12,2025-12-25,13,7,8,54
2590,115,2,2025-12-25,96,8,50,32
2591,88,11,2025-12-25,127,9,9,48
2592,82,9,2025-12-25,131,15,29,59
2593,437,6,2025-12-25,31,27,43,10
2594,352,1,2025-12-25,80,7,29,28
2595,185,2,2025-12-25,164,14,48,10
2596,442,14,2025-12-25,132,27,34,1
2597,706,6,2025-12-25,182,28,46,25
2598,265,5,2025-12-25,222,26,17,54
2599,295,9,2025-12-25,61,28,32,6
2600,397,12,2025-12-25,148,26,6,47
2601,220,6,2025-12-25,103,21,18,3
2602,609,11,2025-12-25,178,8,1,51
2603,649,6,2025-12-25,42,11,5,40
2604,281,15,2025-12-25,197,6,31,38
2605,183,6,2025-12-25,21,7,35,47
2606,442,7,2025-12-25,111,27,40,15
2607,697,3,2025-12-25,56,6,23,27
2608,351,6,2025-12-25,166,20,19,40
2609,799,10,2025-12-25,77,22,27,53
2610,183,12,2025-12-25,86,29,30,2
2611,265,15,2025-12-25,105,14,33,25
2612,552,15,2025-12-25,124,23,14,9
2613,485,9,2025-12-25,75,27,13,12
2614,5,5,2025-12-25,185,29,31,26
2615,651,11,2025-12-25,54,15,15,28
2616,441,12,2025-12-25,101,13,3,44
2617,610,9,2025-12-25,68,11,48,2
2618,627,8,2025-12-25,193,22,11,40
2619,237,13,2025-12-25,188,8,15,46
2620,336,15,2025-12-25,143,22,26,3
2621,661,14,2025-12-25,115,23,4,54
2622,239,8,2025-12-25,150,19,28,1
2623,71,1,2025-12-25,106,24,14,8
2624,376,6,2025-12-25,146,17,28,31
2625,186,14,2025-12-25,180,21,48,38
2626,601,2,2025-12-25,112,12,11,7
2627,766,1,2025-12-25,162,14,5,37
2628,490,15,2025-12-25,112,29,21,55
2629,766,15,2025-12-25,159,24,16,33
2630,225,12,2025-12-25,197,7,48,9
2631,597,10,2025-12-25,192,27,30,47
2632,603,3,2025-12-25,106,23,32,59
2633,505,7,2025-12-25,70,25,49,0
2634,706,1,2025-12-25,173,30,20,16
2635,3,9,2025-12-25,194,9,1,59
2636,237,10,2025-12-25,103,19,50,3
2637,706,4,2025-12-25,164,29,5,48
2638,332,11,2025-12-25,157,29,21,42
2639,605,7,2025-12-25,155,20,47,4
2640,222,11,2025-12-25,130,18,39,10
2641,461,11,2025-12-25,183,27,45,12
2642,786,12,2025-12-25,225,28,45,7
2643,569,13,2025-12-25,37,22,26,31
2644,192,15,2025-12-25,48,12,22,38
2645,59,13,2025-12-25,175,8,38,53
2646,32,3,2025-12-25,176,18,2,41
2647,184,10,2025-12-25,48,9,0,45
2648,236,12,2025-12-25,85,28,13,17
2649,231,6,2025-12-25,137,9,3,14
2650,523,7,2025-12-25,36,8,45,56
2651,404,4,2025-12-25,4,30,31,13
2652,796,4,2025-12-25,44,22,32,29
2653,404,10,2025-12-25,204,29,36,55
2654,8,7,2025-12-25,192,5,49,32
2655,4,12,2025-12-25,171,12,27,49
2656,374,13,2025-12-25,152,18,10,5
2657,765,9,2025-12-25,148,23,35,5
2658,606,8,2025-12-25,23,6,8,40
2659,123,14,2025-12-25,11,19,19,55
2660,755,11,2025-12-25,80,29,17,53
2661,292,7,2025-12-25,56,27,4,12
2662,57,12,2025-12-25,43,28,29,45
2663,39,13,2025-12-25,184,9,41,32
2664,552,3,2025-12-25,23,16,31,47
2665,58,15,2025-12-25,159,23,28,1
2666,603,13,2025-12-25,82,23,40,21
2667,644,14,2025-12-25,35,11,18,57
2668,195,4,2025-12-25,44,20,15,11
2669,569,9,2025-12-25,153,21,1,47
2670,83,15,2025-12-25,51,24,27,59
2671,161,13,2025-12-25,166,8,46,31
2672,773,2,2025-12-25,200,14,22,1
2673,8,8,2025-12-25,112,17,10,8
2674,236,7,2025-12-25,155,7,16,52
2675,417,14,2025-12-25,18,14,29,57
2676,225,2,2025-12-25,120,10,43,31
2677,787,1,2025-12-25,167,9,15,36
2678,607,3,2025-12-25,45,7,0,13
2679,8,2,2025-12-25,49,22,40,56
2680,443,4,2025-12-25,70,27,39,17
2681,281,5,2025-12-25,192,11,13,35
2682,286,4,2025-12-25,79,24,13,47
2683,216,9,2025-12-25,208,17,48,8
2684,190,13,2025-12-25,31,13,6,40
2685,172,7,2025-12-25,63,26,34,56
2686,67,7,2025-12-25,64,16,17,55
2687,294,2,2025-12-25,115,9,11,19
2688,12,14,2025-12-25,147,8,41,2
