id_venta,fecha_hora,id_cliente,id_sucursal,id_canal,id_metodo_pago,monto_subtotal,monto_descuento,monto_total,numero_factura
6400,2023-02-22 16:18:24,2085,12,1,5,124104.39,0.00,124104.39,F-00006400
6401,2025-01-30 16:38:51,2314,3,3,1,14132.26,0.00,14132.26,F-00006401
6402,2023-01-19 21:20:24,99,3,1,1,119097.50,0.00,119097.50,F-00006402
6403,2025-10-14 18:00:12,601,8,2,3,302694.19,15242.98,287451.21,F-00006403
6404,2024-03-15 11:35:07,1170,13,1,2,11253.21,2813.30,8439.91,F-00006404
6405,2023-06-03 22:57:28,2263,10,1,1,170846.05,0.00,170846.05,F-00006405
6406,2023-08-22 13:45:05,562,11,3,2,23698.81,0.00,23698.81,F-00006406
6407,2024-12-31 04:54:33,2925,2,1,2,126521.62,0.00,126521.62,F-00006407
6408,2024-11-16 11:13:56,1533,12,2,3,134858.80,0.00,134858.80,F-00006408
6409,2023-05-01 11:06:01,3569,11,3,1,24931.24,0.00,24931.24,F-00006409
6410,2023-06-13 19:12:23,443,4,2,1,16630.49,0.00,16630.49,F-00006410
6411,2023-02-02 15:00:50,2668,15,2,3,85707.57,0.00,85707.57,F-00006411
6412,2024-12-03 16:03:37,4233,11,1,2,159194.58,0.00,159194.58,F-00006412
6413,2025-10-24 15:16:39,3403,13,1,2,66975.65,0.00,66975.65,F-00006413
6414,2024-08-19 15:25:57,,4,1,2,169973.38,0.00,169973.38,F-00006414
6415,2024-01-26 20:02:10,4037,11,1,2,26966.02,0.00,26966.02,F-00006415
6416,2025-12-31 12:56:56,4963,8,1,4,22570.30,0.00,22570.30,F-00006416
6417,2024-02-05 09:31:15,,8,1,2,52755.34,0.00,52755.34,F-00006417
6418,2023-10-13 20:58:30,4383,9,1,3,184529.28,0.00,184529.28,F-00006418
6419,2023-05-13 19:23:52,3512,6,1,1,146106.40,0.00,146106.40,F-00006419
6420,2024-10-31 12:02:21,1336,1,3,4,123675.00,0.00,123675.00,F-00006420
6421,2025-01-17 08:03:50,,10,1,3,143495.97,0.00,143495.97,F-00006421
6422,2023-01-14 11:11:02,553,15,1,1,209698.58,0.00,209698.58,F-00006422
6423,2024-09-20 12:29:57,3295,12,1,2,68020.74,0.00,68020.74,F-00006423
6424,2024-01-05 14:38:14,987,11,3,3,57167.99,11675.27,45492.72,F-00006424
6425,2025-01-11 10:07:40,2975,12,1,2,69646.04,0.00,69646.04,F-00006425
6426,2024-07-12 18:01:59,1290,13,1,2,107823.71,0.00,107823.71,F-00006426
6427,2025-05-09 21:18:48,4140,7,1,2,80434.74,0.00,80434.74,F-00006427
6428,2024-06-19 14:23:25,2556,13,1,2,58049.66,0.00,58049.66,F-00006428
6429,2023-06-10 10:33:59,527,6,3,1,62175.28,0.00,62175.28,F-00006429
6430,2024-08-09 19:27:41,1866,4,2,1,9419.60,0.00,9419.60,F-00006430
6431,2025-12-08 17:14:17,,13,1,3,77003.36,0.00,77003.36,F-00006431
6432,2024-05-31 16:38:32,3367,7,1,2,38515.60,0.00,38515.60,F-00006432
6433,2024-05-04 18:31:05,1582,14,1,5,114557.13,0.00,114557.13,F-00006433
6434,2025-12-22 05:43:41,1529,7,1,1,89938.28,0.00,89938.28,F-00006434
6435,2024-03-31 09:10:49,285,13,3,2,407046.60,0.00,407046.60,F-00006435
6436,2024-03-20 07:31:05,4067,11,1,2,150315.88,0.00,150315.88,F-00006436
6437,2023-09-15 18:34:44,1035,2,2,2,54825.36,0.00,54825.36,F-00006437
6438,2023-05-08 09:58:21,4139,14,2,5,133534.52,0.00,133534.52,F-00006438
6439,2025-05-08 11:43:06,1591,10,1,3,162902.61,0.00,162902.61,F-00006439
6440,2023-03-11 09:19:29,1826,15,1,1,140915.08,0.00,140915.08,F-00006440
6441,2023-09-17 13:41:45,2185,14,1,2,135293.93,0.00,135293.93,F-00006441
6442,2023-01-21 09:37:57,,12,1,2,195704.85,0.00,195704.85,F-00006442
6443,2023-06-27 20:59:43,1688,8,1,1,53832.35,0.00,53832.35,F-00006443
6444,2023-11-06 03:55:04,4237,11,1,1,62286.81,0.00,62286.81,F-00006444
6445,2024-06-22 14:50:48,448,4,1,1,45956.44,0.00,45956.44,F-00006445
6446,2024-08-12 10:08:49,4808,15,1,3,129165.03,0.00,129165.03,F-00006446
6447,2025-07-02 10:36:12,403,9,3,2,180245.16,8604.40,171640.76,F-00006447
6448,2023-09-23 06:23:42,219,15,1,1,67164.08,0.00,67164.08,F-00006448
6449,2025-08-10 17:05:25,4560,1,1,3,12579.10,0.00,12579.10,F-00006449
6450,2024-10-26 16:11:35,4822,7,1,5,97922.82,0.00,97922.82,F-00006450
6451,2025-03-01 16:11:56,2008,10,2,2,42761.50,0.00,42761.50,F-00006451
6452,2024-08-01 21:52:37,4737,1,1,3,70940.03,0.00,70940.03,F-00006452
6453,2023-01-21 19:19:25,502,9,1,2,132183.24,0.00,132183.24,F-00006453
6454,2023-07-01 07:17:05,568,13,1,2,64320.08,0.00,64320.08,F-00006454
6455,2025-04-11 06:09:25,3096,12,1,2,22683.05,0.00,22683.05,F-00006455
6456,2024-02-06 17:36:44,92,3,1,2,195148.09,0.00,195148.09,F-00006456
6457,2023-04-12 11:59:41,3370,1,2,5,15289.34,0.00,15289.34,F-00006457
6458,2024-06-23 12:05:42,4510,5,3,1,163050.76,0.00,163050.76,F-00006458
6459,2025-05-20 10:14:48,3283,12,2,3,90955.69,0.00,90955.69,F-00006459
6460,2023-03-24 07:33:57,2716,11,1,2,46421.52,0.00,46421.52,F-00006460
6461,2025-03-06 10:40:46,2840,3,1,1,72378.25,0.00,72378.25,F-00006461
6462,2025-01-23 08:54:35,1929,13,2,1,223633.13,0.00,223633.13,F-00006462
6463,2025-12-20 13:32:13,2683,5,1,3,62793.60,0.00,62793.60,F-00006463
6464,2023-07-19 09:49:30,569,10,1,1,21668.55,0.00,21668.55,F-00006464
6465,2024-08-22 14:53:31,77,12,1,2,87618.05,0.00,87618.05,F-00006465
6466,2023-09-22 16:18:37,,11,1,3,43246.49,0.00,43246.49,F-00006466
6467,2025-05-18 19:35:01,,7,1,5,199986.97,0.00,199986.97,F-00006467
6468,2024-12-01 08:47:51,1855,7,1,3,114092.03,1124.25,112967.78,F-00006468
6469,2024-09-15 17:18:57,1752,4,1,2,57503.54,0.00,57503.54,F-00006469
6470,2025-03-03 14:03:50,1016,10,1,3,172078.11,0.00,172078.11,F-00006470
6471,2025-01-27 09:06:53,2289,4,2,2,36174.21,0.00,36174.21,F-00006471
6472,2025-01-07 02:18:49,,11,3,3,100639.43,651.66,99987.77,F-00006472
6473,2023-10-27 07:16:36,,3,1,5,40224.24,0.00,40224.24,F-00006473
6474,2024-01-28 21:18:20,1612,13,1,1,69550.86,0.00,69550.86,F-00006474
6475,2023-12-30 12:23:58,3762,8,1,1,180351.80,0.00,180351.80,F-00006475
6476,2023-03-15 19:55:54,2859,6,1,2,186893.96,0.00,186893.96,F-00006476
6477,2024-10-29 00:03:41,1148,8,1,1,12434.19,0.00,12434.19,F-00006477
6478,2025-05-20 19:59:29,635,4,1,3,29454.56,0.00,29454.56,F-00006478
6479,2023-09-23 11:47:16,3318,10,1,2,197761.13,0.00,197761.13,F-00006479
6480,2023-06-18 22:48:34,2591,4,3,1,244363.20,0.00,244363.20,F-00006480
6481,2023-06-22 09:39:36,,4,1,1,92559.30,0.00,92559.30,F-00006481
6482,2024-03-20 16:02:39,2847,11,1,3,91352.74,0.00,91352.74,F-00006482
6483,2023-07-21 15:27:55,3701,3,1,2,61580.02,0.00,61580.02,F-00006483
6484,2023-12-01 21:22:57,3373,9,1,3,214147.47,0.00,214147.47,F-00006484
6485,2025-01-08 03:13:58,2985,11,2,5,43021.89,0.00,43021.89,F-00006485
6486,2024-01-19 14:32:41,1706,7,1,3,63633.02,0.00,63633.02,F-00006486
6487,2025-08-09 21:26:59,2847,5,3,4,95619.84,0.00,95619.84,F-00006487
6488,2024-08-02 13:04:34,2465,7,2,2,73245.51,0.00,73245.51,F-00006488
6489,2023-12-11 17:49:16,4110,12,1,1,23877.20,0.00,23877.20,F-00006489
6490,2025-01-13 12:53:25,2455,13,3,4,19977.63,0.00,19977.63,F-00006490
6491,2024-11-25 18:41:15,2110,2,1,2,17085.41,0.00,17085.41,F-00006491
6492,2024-08-11 19:51:37,1867,13,1,3,61857.36,0.00,61857.36,F-00006492
6493,2025-02-12 08:41:09,2457,11,1,2,126618.31,0.00,126618.31,F-00006493
6494,2025-06-10 06:44:26,4210,14,1,1,95688.15,0.00,95688.15,F-00006494
6495,2024-11-27 12:00:21,4468,1,1,5,15727.59,0.00,15727.59,F-00006495
6496,2023-06-21 19:43:14,4838,7,2,3,140742.01,0.00,140742.01,F-00006496
6497,2024-12-30 16:52:41,2801,14,1,3,145174.87,0.00,145174.87,F-00006497
6498,2025-10-17 16:14:22,2570,2,1,1,110047.99,0.00,110047.99,F-00006498
6499,2025-12-03 16:33:23,,15,1,2,150738.21,0.00,150738.21,F-00006499
6500,2024-08-10 14:04:58,4908,4,1,1,167604.35,0.00,167604.35,F-00006500
6501,2024-11-05 21:52:03,2721,8,1,1,247037.50,963.23,246074.27,F-00006501
6502,2023-09-14 00:43:22,1036,10,1,1,94807.87,0.00,94807.87,F-00006502
6503,2024-02-13 14:21:15,,12,1,3,207146.39,0.00,207146.39,F-00006503
6504,2024-01-10 17:10:18,,6,1,2,99413.46,0.00,99413.46,F-00006504
6505,2023-12-08 14:53:20,1287,13,1,1,330906.06,8044.85,322861.21,F-00006505
6506,2025-09-22 05:02:17,4067,12,3,2,16700.68,0.00,16700.68,F-00006506
6507,2023-02-06 06:05:47,2642,1,1,4,204775.19,0.00,204775.19,F-00006507
6508,2025-03-13 16:22:00,3249,2,1,2,57894.09,0.00,57894.09,F-00006508
6509,2024-11-29 10:41:03,4731,6,1,2,99612.48,0.00,99612.48,F-00006509
6510,2024-11-02 14:27:42,1231,10,1,1,138206.09,0.00,138206.09,F-00006510
6511,2024-05-01 03:45:57,4169,2,1,1,83432.20,0.00,83432.20,F-00006511
6512,2023-12-16 13:51:32,4591,14,3,3,26811.16,0.00,26811.16,F-00006512
6513,2023-09-08 14:19:53,4402,11,2,3,146508.02,0.00,146508.02,F-00006513
6514,2025-11-08 14:12:39,3261,3,1,2,94220.76,0.00,94220.76,F-00006514
6515,2024-05-23 12:26:49,4112,6,3,1,157733.30,1458.87,156274.43,F-00006515
6516,2023-09-11 23:09:00,177,8,1,2,78826.18,0.00,78826.18,F-00006516
6517,2024-12-26 19:37:19,335,1,1,1,186148.62,0.00,186148.62,F-00006517
6518,2024-03-30 19:31:01,361,1,1,2,51318.60,0.00,51318.60,F-00006518
6519,2023-12-07 12:36:46,,11,1,1,29839.83,1075.41,28764.42,F-00006519
6520,2025-12-29 18:36:23,949,10,1,1,8321.83,0.00,8321.83,F-00006520
6521,2025-06-22 17:47:07,3957,1,1,3,176708.88,0.00,176708.88,F-00006521
6522,2025-11-06 13:30:02,1814,1,3,3,69640.32,0.00,69640.32,F-00006522
6523,2023-02-13 11:20:41,,9,1,4,127388.79,0.00,127388.79,F-00006523
6524,2025-02-17 01:52:51,,5,3,1,33095.24,0.00,33095.24,F-00006524
6525,2023-06-12 22:21:53,4810,5,1,3,62130.15,0.00,62130.15,F-00006525
6526,2023-05-07 15:46:49,,10,1,1,133766.34,0.00,133766.34,F-00006526
6527,2024-10-02 07:27:30,4267,11,1,2,108920.60,0.00,108920.60,F-00006527
6528,2024-05-23 08:51:59,1526,9,2,1,79336.00,1539.45,77796.55,F-00006528
6529,2025-10-09 15:33:02,3862,15,1,4,25780.92,0.00,25780.92,F-00006529
6530,2025-02-15 13:01:12,299,15,2,1,117115.53,0.00,117115.53,F-00006530
6531,2023-07-15 15:28:05,1697,9,1,3,35062.08,0.00,35062.08,F-00006531
6532,2023-06-08 22:53:27,4259,11,1,1,138489.08,0.00,138489.08,F-00006532
6533,2025-01-03 10:24:52,249,8,3,2,32377.45,0.00,32377.45,F-00006533
6534,2025-02-01 08:47:08,1154,10,1,2,99940.89,0.00,99940.89,F-00006534
6535,2025-01-24 18:37:55,839,4,1,2,65772.12,0.00,65772.12,F-00006535
6536,2023-05-11 22:54:49,8,7,3,1,115770.18,0.00,115770.18,F-00006536
6537,2025-11-01 15:06:11,4570,12,1,1,52749.36,0.00,52749.36,F-00006537
6538,2025-04-17 08:42:33,2025,12,1,2,58765.64,0.00,58765.64,F-00006538
6539,2023-06-28 13:29:30,,12,1,1,45277.94,0.00,45277.94,F-00006539
6540,2023-05-14 17:07:38,4143,14,1,2,124584.13,0.00,124584.13,F-00006540
6541,2023-09-01 13:21:06,1441,7,3,2,58672.29,0.00,58672.29,F-00006541
6542,2023-01-26 15:39:18,3315,10,1,1,38231.93,0.00,38231.93,F-00006542
6543,2023-09-17 10:50:52,1995,11,1,3,323892.79,0.00,323892.79,F-00006543
6544,2025-12-18 20:39:47,4064,14,1,3,126887.17,0.00,126887.17,F-00006544
6545,2023-01-31 19:03:28,1106,12,3,1,28378.02,0.00,28378.02,F-00006545
6546,2024-12-06 16:30:47,,4,1,3,72223.92,0.00,72223.92,F-00006546
6547,2025-10-29 17:46:42,911,11,1,2,79655.35,0.00,79655.35,F-00006547
6548,2025-05-26 19:16:45,672,4,1,4,61335.43,0.00,61335.43,F-00006548
6549,2025-02-18 07:22:46,141,11,1,1,139785.29,0.00,139785.29,F-00006549
6550,2023-10-15 18:32:17,3263,2,1,2,181757.92,0.00,181757.92,F-00006550
6551,2024-12-13 13:11:32,,11,1,2,85018.38,0.00,85018.38,F-00006551
6552,2023-04-11 12:48:51,2551,2,1,2,30170.40,0.00,30170.40,F-00006552
6553,2023-05-10 01:43:01,3540,9,1,2,116018.31,0.00,116018.31,F-00006553
6554,2025-03-29 09:46:09,3420,12,1,2,193195.71,0.00,193195.71,F-00006554
6555,2025-08-11 12:55:29,3441,3,1,3,88721.51,6514.26,82207.25,F-00006555
6556,2024-10-28 13:53:49,2893,15,1,1,37416.58,0.00,37416.58,F-00006556
6557,2025-04-30 17:49:44,405,5,3,2,94129.99,0.00,94129.99,F-00006557
6558,2023-01-13 14:59:17,1402,12,1,5,97647.53,0.00,97647.53,F-00006558
6559,2023-01-15 16:21:58,2608,5,1,3,125571.53,0.00,125571.53,F-00006559
6560,2023-05-25 14:27:09,2283,9,1,3,236013.35,0.00,236013.35,F-00006560
6561,2025-08-14 15:57:58,4913,13,3,1,89294.11,0.00,89294.11,F-00006561
6562,2024-08-23 11:35:14,4827,10,2,2,83829.19,0.00,83829.19,F-00006562
6563,2024-06-02 16:17:43,2477,14,1,2,74959.97,1924.14,73035.83,F-00006563
6564,2024-08-24 18:14:34,3637,12,1,3,22609.02,0.00,22609.02,F-00006564
6565,2024-04-03 19:54:56,3797,4,1,1,118594.98,0.00,118594.98,F-00006565
6566,2025-12-02 10:06:01,1901,2,1,3,201030.91,0.00,201030.91,F-00006566
6567,2025-12-11 17:40:52,4276,1,1,1,50288.90,0.00,50288.90,F-00006567
6568,2023-07-01 09:18:58,4083,1,2,5,172420.65,0.00,172420.65,F-00006568
6569,2024-02-08 17:40:19,2024,5,1,2,76539.14,0.00,76539.14,F-00006569
6570,2025-08-10 18:17:06,1255,15,1,3,86072.26,0.00,86072.26,F-00006570
6571,2025-07-24 12:11:15,3189,3,1,1,20708.52,0.00,20708.52,F-00006571
6572,2023-04-13 16:08:47,1680,5,1,2,113430.76,0.00,113430.76,F-00006572
6573,2025-03-23 12:41:27,2656,2,2,3,191106.59,0.00,191106.59,F-00006573
6574,2023-11-15 10:10:22,3793,1,3,1,119088.62,0.00,119088.62,F-00006574
6575,2025-07-09 11:51:57,251,12,1,3,155783.07,0.00,155783.07,F-00006575
6576,2023-03-17 17:11:21,2744,12,1,3,69403.60,0.00,69403.60,F-00006576
6577,2024-04-15 12:13:35,4326,4,1,1,57452.20,0.00,57452.20,F-00006577
6578,2025-09-04 20:20:54,4817,6,2,4,13692.74,0.00,13692.74,F-00006578
6579,2023-05-21 11:20:04,4927,10,3,3,79291.00,0.00,79291.00,F-00006579
6580,2023-02-22 15:26:24,,8,1,4,2852.48,0.00,2852.48,F-00006580
6581,2025-04-18 16:35:51,1202,14,2,2,90483.33,0.00,90483.33,F-00006581
6582,2025-05-07 13:33:56,1383,14,3,1,247470.57,0.00,247470.57,F-00006582
6583,2023-11-12 07:15:53,,4,1,4,92396.17,0.00,92396.17,F-00006583
6584,2024-06-19 11:54:54,3594,7,1,2,192235.42,0.00,192235.42,F-00006584
6585,2023-07-19 07:40:34,2982,7,2,3,30986.90,0.00,30986.90,F-00006585
6586,2024-02-22 18:55:19,4806,8,1,4,160978.83,0.00,160978.83,F-00006586
6587,2025-12-24 09:33:55,4326,5,1,2,72146.61,0.00,72146.61,F-00006587
6588,2023-04-27 17:08:52,4353,15,2,1,143644.04,0.00,143644.04,F-00006588
6589,2025-08-07 16:42:31,,15,1,2,145978.67,0.00,145978.67,F-00006589
6590,2025-10-27 10:58:34,3441,8,1,3,28915.22,0.00,28915.22,F-00006590
6591,2024-08-08 07:07:05,3726,9,1,1,255370.31,4627.50,250742.81,F-00006591
6592,2025-05-23 09:21:10,,14,2,2,126199.14,0.00,126199.14,F-00006592
6593,2024-06-09 10:07:06,3688,6,1,2,13409.18,0.00,13409.18,F-00006593
6594,2023-07-21 22:27:02,,14,1,3,238570.48,0.00,238570.48,F-00006594
6595,2024-06-24 08:30:17,,5,3,3,163285.58,0.00,163285.58,F-00006595
6596,2023-09-12 12:59:44,1770,4,1,1,39495.43,0.00,39495.43,F-00006596
6597,2024-04-23 09:38:01,,6,1,4,182473.10,0.00,182473.10,F-00006597
6598,2024-01-16 16:34:45,4800,8,2,1,145623.68,0.00,145623.68,F-00006598
6599,2024-04-13 10:25:14,,10,1,2,99140.31,0.00,99140.31,F-00006599
6600,2024-11-23 22:40:15,3187,4,1,3,116102.00,0.00,116102.00,F-00006600
6601,2023-09-16 14:22:01,3065,10,1,3,94162.47,0.00,94162.47,F-00006601
6602,2025-12-02 11:31:57,,11,2,1,137971.76,0.00,137971.76,F-00006602
6603,2023-01-18 14:16:21,4793,8,2,5,289753.48,0.00,289753.48,F-00006603
6604,2023-07-20 17:29:16,2658,2,1,1,74555.25,0.00,74555.25,F-00006604
6605,2025-08-02 15:01:20,2570,2,1,2,221567.94,0.00,221567.94,F-00006605
6606,2024-05-11 19:41:25,4733,4,1,3,239855.80,0.00,239855.80,F-00006606
6607,2024-12-12 21:46:46,2993,15,1,3,46139.40,0.00,46139.40,F-00006607
6608,2025-11-25 08:56:22,4393,7,1,1,47400.86,0.00,47400.86,F-00006608
6609,2024-10-06 16:39:39,4577,15,1,2,10857.10,0.00,10857.10,F-00006609
6610,2023-08-19 21:55:25,4354,11,1,3,117777.37,0.00,117777.37,F-00006610
6611,2025-01-26 11:11:18,2278,1,1,1,12640.54,0.00,12640.54,F-00006611
6612,2023-01-06 13:27:11,2068,11,1,1,72062.60,0.00,72062.60,F-00006612
6613,2023-08-17 14:40:33,220,8,1,2,126174.46,0.00,126174.46,F-00006613
6614,2024-03-13 10:22:43,1317,13,1,1,97786.64,0.00,97786.64,F-00006614
6615,2024-08-11 09:36:47,946,6,1,1,192517.81,0.00,192517.81,F-00006615
6616,2024-04-16 13:35:27,4507,14,1,4,105568.10,0.00,105568.10,F-00006616
6617,2025-04-17 15:51:31,3540,3,1,2,21282.63,0.00,21282.63,F-00006617
6618,2023-12-13 07:08:11,3168,4,1,2,22648.66,0.00,22648.66,F-00006618
6619,2023-12-13 08:33:29,3248,2,1,4,121143.98,0.00,121143.98,F-00006619
6620,2023-12-26 09:54:35,78,4,1,3,184391.65,0.00,184391.65,F-00006620
6621,2025-03-20 18:13:13,984,5,2,3,76382.92,0.00,76382.92,F-00006621
6622,2024-07-26 16:07:11,3619,9,1,3,86615.04,0.00,86615.04,F-00006622
6623,2025-11-30 11:36:40,1459,11,1,3,46456.49,0.00,46456.49,F-00006623
6624,2025-10-02 09:06:55,883,15,1,3,74713.86,0.00,74713.86,F-00006624
6625,2025-03-23 19:27:42,1941,5,1,3,73502.16,0.00,73502.16,F-00006625
6626,2023-08-09 10:21:11,2729,12,2,3,41391.70,0.00,41391.70,F-00006626
6627,2024-09-30 15:41:00,1885,2,1,3,110048.80,0.00,110048.80,F-00006627
6628,2024-06-27 12:55:17,4730,9,1,4,19216.93,0.00,19216.93,F-00006628
6629,2024-09-22 15:07:06,3892,8,1,2,125055.97,0.00,125055.97,F-00006629
6630,2024-05-02 14:17:03,2959,11,1,4,136367.59,10616.31,125751.28,F-00006630
6631,2024-12-02 08:38:49,2943,12,2,5,128840.74,0.00,128840.74,F-00006631
6632,2024-01-19 16:31:10,2023,11,1,2,85053.32,0.00,85053.32,F-00006632
6633,2023-03-02 10:36:32,3026,12,1,3,48905.90,0.00,48905.90,F-00006633
6634,2025-04-17 18:37:54,1397,11,3,5,83985.91,0.00,83985.91,F-00006634
6635,2024-01-10 19:10:34,1208,11,3,2,84297.55,0.00,84297.55,F-00006635
6636,2024-11-02 15:34:10,2552,15,3,1,113069.64,0.00,113069.64,F-00006636
6637,2025-02-26 10:58:02,3899,12,2,4,77033.40,0.00,77033.40,F-00006637
6638,2025-12-16 10:09:24,1656,10,1,1,46759.76,0.00,46759.76,F-00006638
6639,2023-09-04 18:36:21,1339,1,1,2,284647.00,0.00,284647.00,F-00006639
6640,2025-11-02 07:27:59,261,7,1,2,42638.04,0.00,42638.04,F-00006640
6641,2023-03-24 09:12:24,1559,7,1,4,207822.81,0.00,207822.81,F-00006641
6642,2024-01-18 00:59:16,3403,15,1,5,54658.29,0.00,54658.29,F-00006642
6643,2024-06-26 09:44:34,,2,3,4,116053.77,0.00,116053.77,F-00006643
6644,2023-07-06 08:19:32,,8,1,3,100313.59,0.00,100313.59,F-00006644
6645,2024-02-17 05:31:19,498,8,2,2,13959.36,0.00,13959.36,F-00006645
6646,2024-03-28 13:15:51,1034,6,1,3,87237.60,0.00,87237.60,F-00006646
6647,2025-07-27 04:42:29,3114,9,3,3,9497.34,0.00,9497.34,F-00006647
6648,2023-12-09 17:27:07,188,5,1,2,191918.67,0.00,191918.67,F-00006648
6649,2025-01-31 04:08:14,,6,1,3,87525.70,0.00,87525.70,F-00006649
6650,2023-05-22 12:52:16,3537,14,2,1,68942.70,0.00,68942.70,F-00006650
6651,2025-03-15 14:41:42,,7,3,5,24377.12,0.00,24377.12,F-00006651
6652,2023-03-27 15:52:50,3874,2,1,4,150270.86,0.00,150270.86,F-00006652
6653,2023-04-09 09:33:14,1976,13,1,1,93804.65,0.00,93804.65,F-00006653
6654,2023-05-08 16:05:20,734,3,1,3,138597.43,0.00,138597.43,F-00006654
6655,2025-01-31 09:28:35,1028,3,1,1,197702.30,0.00,197702.30,F-00006655
6656,2025-02-15 14:57:41,4851,9,1,1,128317.23,0.00,128317.23,F-00006656
6657,2025-04-27 09:54:16,2369,13,2,1,21300.00,0.00,21300.00,F-00006657
6658,2024-12-17 20:14:43,1286,4,3,2,19666.52,0.00,19666.52,F-00006658
6659,2023-05-12 08:46:01,,14,1,2,50406.53,0.00,50406.53,F-00006659
6660,2023-05-11 15:40:31,1105,15,1,1,10904.99,0.00,10904.99,F-00006660
6661,2024-06-17 17:30:00,4097,1,1,1,5947.70,0.00,5947.70,F-00006661
6662,2025-11-16 11:01:54,3598,10,2,5,163292.76,0.00,163292.76,F-00006662
6663,2024-01-31 21:39:08,2218,7,2,1,8593.61,0.00,8593.61,F-00006663
6664,2024-06-15 20:21:20,1290,3,1,2,71623.99,0.00,71623.99,F-00006664
6665,2023-11-17 17:41:21,4429,7,1,3,73785.27,0.00,73785.27,F-00006665
6666,2024-06-06 10:49:56,1602,14,1,3,100300.71,0.00,100300.71,F-00006666
6667,2024-11-14 10:08:45,95,12,2,3,29755.49,0.00,29755.49,F-00006667
6668,2025-12-25 15:08:59,3701,15,1,1,105969.42,0.00,105969.42,F-00006668
6669,2024-02-09 12:06:31,,2,2,1,81423.60,0.00,81423.60,F-00006669
6670,2025-07-06 15:38:42,,3,1,1,190044.52,0.00,190044.52,F-00006670
6671,2024-01-10 13:45:11,4566,4,1,3,68603.92,0.00,68603.92,F-00006671
6672,2025-04-27 06:41:27,1612,4,1,5,130365.81,0.00,130365.81,F-00006672
6673,2025-11-15 08:52:06,4945,10,1,4,76462.20,0.00,76462.20,F-00006673
6674,2024-11-15 16:06:33,2771,11,1,3,44101.00,0.00,44101.00,F-00006674
6675,2024-04-03 09:38:35,3345,5,1,1,75848.42,0.00,75848.42,F-00006675
6676,2025-09-16 11:42:05,2565,4,1,3,325835.04,0.00,325835.04,F-00006676
6677,2023-05-28 10:25:57,2663,3,1,1,60298.35,0.00,60298.35,F-00006677
6678,2025-11-29 15:52:52,3573,2,1,1,117860.64,0.00,117860.64,F-00006678
6679,2024-09-17 12:21:18,,5,1,4,205051.12,0.00,205051.12,F-00006679
6680,2024-07-11 10:27:14,2028,2,1,1,208472.16,0.00,208472.16,F-00006680
6681,2025-08-20 07:42:54,990,9,1,1,118055.95,0.00,118055.95,F-00006681
6682,2023-10-28 11:04:18,1337,14,1,3,152514.07,0.00,152514.07,F-00006682
6683,2023-06-18 09:20:41,3206,5,2,2,28501.45,0.00,28501.45,F-00006683
6684,2024-09-22 11:24:03,498,12,1,4,149331.96,0.00,149331.96,F-00006684
6685,2025-05-01 17:12:52,,4,1,3,22409.17,11204.59,11204.58,F-00006685
6686,2024-01-06 13:50:29,1642,14,2,1,93386.66,0.00,93386.66,F-00006686
6687,2023-04-08 10:37:00,2384,12,1,1,15217.77,0.00,15217.77,F-00006687
6688,2023-07-09 07:35:01,4994,10,1,2,198151.48,0.00,198151.48,F-00006688
6689,2025-05-26 13:12:10,3667,1,2,4,132284.09,9561.63,122722.46,F-00006689
6690,2024-05-12 23:27:31,668,10,1,1,25347.72,0.00,25347.72,F-00006690
6691,2023-09-19 11:30:51,2364,3,1,1,128854.75,3495.96,125358.79,F-00006691
6692,2024-05-12 13:22:53,438,13,1,4,330842.46,0.00,330842.46,F-00006692
6693,2023-11-13 13:13:23,2713,2,1,2,221744.00,0.00,221744.00,F-00006693
6694,2025-07-28 22:24:02,3768,4,1,2,43677.01,0.00,43677.01,F-00006694
6695,2025-07-07 11:49:39,3657,6,2,3,32966.36,0.00,32966.36,F-00006695
6696,2025-09-16 15:15:23,3685,10,1,1,107780.34,3179.30,104601.04,F-00006696
6697,2025-11-06 17:44:08,3718,6,1,1,57724.32,0.00,57724.32,F-00006697
6698,2023-06-28 08:33:43,4872,5,1,1,25445.47,2371.93,23073.54,F-00006698
6699,2023-07-07 15:53:49,1079,13,1,3,42311.54,0.00,42311.54,F-00006699
6700,2024-11-13 18:05:27,4859,3,1,5,59349.07,0.00,59349.07,F-00006700
6701,2025-01-20 18:31:27,,2,2,3,164823.04,0.00,164823.04,F-00006701
6702,2023-02-09 11:48:57,742,12,1,2,32482.48,0.00,32482.48,F-00006702
6703,2023-01-29 13:26:13,1117,3,1,3,62398.50,0.00,62398.50,F-00006703
6704,2025-12-26 11:04:21,,13,2,1,140560.85,0.00,140560.85,F-00006704
6705,2025-11-27 18:18:05,414,14,1,2,181429.45,0.00,181429.45,F-00006705
6706,2025-10-30 14:55:54,2723,7,2,1,68700.33,0.00,68700.33,F-00006706
6707,2025-03-29 10:26:12,1828,2,3,2,67054.55,0.00,67054.55,F-00006707
6708,2023-03-17 15:41:49,,3,1,1,22558.32,0.00,22558.32,F-00006708
6709,2023-03-07 17:20:34,921,12,3,1,139606.94,0.00,139606.94,F-00006709
6710,2023-12-01 12:34:51,2461,3,1,1,128901.83,9035.20,119866.63,F-00006710
6711,2024-12-03 18:28:23,,11,1,1,77255.75,0.00,77255.75,F-00006711
